loss,mean_reward,reward,step,time
0.011850446462631226,1.75,4.533705234527588,2048,33.219971
-0.08122449368238449,2.0,2.2683732509613037,4096,36.496135
-0.02479434758424759,2.5,2.638685464859009,6144,39.711313
-0.056199707090854645,1.6875,1.840632438659668,8192,42.959
-0.04092872142791748,2.1875,2.3942160606384277,10240,46.222118
-0.025064896792173386,3.125,3.2931623458862305,12288,49.518167
-0.05021096393465996,3.5,3.3885676860809326,14336,52.769459
-0.07088293135166168,2.0,1.8434548377990723,16384,56.025977
-0.01356735359877348,3.625,3.3514013290405273,18432,59.291672
0.06434589624404907,5.0,4.51867151260376,20480,62.581223
-0.10452307760715485,3.625,3.173865795135498,22528,65.900429
-0.08350890874862671,4.25,3.616732597351074,24576,69.243807
-0.10162042081356049,2.8125,2.3685951232910156,26624,72.543152
-0.0016089323908090591,3.6875,3.0857622623443604,28672,75.858117
-0.03739408403635025,4.8125,3.895494222640991,30720,79.195392
0.012833178043365479,3.25,2.5285816192626953,32768,82.593888
0.008421268314123154,4.0,3.0897903442382812,34816,85.970421
-0.030072711408138275,2.75,2.1009206771850586,36864,89.275844
-0.021560754626989365,2.625,2.006657361984253,38912,92.684624
-0.018518619239330292,2.75,2.118102788925171,40960,96.07339
0.014889087527990341,2.375,1.8463828563690186,43008,99.369389
-0.01726372353732586,3.0,2.3635964393615723,45056,102.765182
-0.036759212613105774,3.5,2.7444639205932617,47104,106.187082
0.015490004792809486,3.75,2.9419915676116943,49152,109.481119
-0.028738930821418762,3.6875,2.8547048568725586,51200,112.841615
-0.016998546198010445,3.3125,2.5413899421691895,53248,116.225338
-0.05375705659389496,3.0,2.296172857284546,55296,119.633891
-0.006899107247591019,4.875,3.6901187896728516,57344,123.028513
-0.06549986451864243,3.9375,2.934932231903076,59392,126.388583
0.017013298347592354,5.625,4.177628040313721,61440,129.772087
-0.09918207675218582,4.25,3.112628936767578,63488,133.157533
-0.04282132536172867,4.3125,3.152902364730835,65536,136.4787
-0.033647749572992325,5.0625,3.6742544174194336,67584,139.823819
-0.03335808217525482,4.125,2.976573944091797,69632,143.185335
-0.01625010184943676,3.75,2.700448989868164,71680,146.575013
-0.015239727683365345,4.25,3.017563819885254,73728,149.945023
-0.013701110146939754,3.75,2.629378080368042,75776,153.310878
-0.0343538373708725,5.3125,3.7239785194396973,77824,156.691435
-0.0893060564994812,5.1875,3.604844570159912,79872,160.088562
-0.034691330045461655,4.125,2.8528199195861816,81920,163.456834
0.01060725562274456,4.0,2.756596565246582,83968,166.837793
-0.10904023796319962,4.6875,3.223066806793213,86016,170.285239
-0.08467503637075424,4.875,3.3158562183380127,88064,173.817846
-0.04748625308275223,3.0625,2.081958770751953,90112,177.312094
-0.061630599200725555,4.1875,2.856252431869507,92160,180.822587
-0.009835257194936275,4.875,3.3152735233306885,94208,184.314294
0.003665262833237648,3.0,2.035172939300537,96256,187.785353
-0.05436301231384277,3.9375,2.6733298301696777,98304,191.21331
-0.025211164727807045,4.0625,2.7552781105041504,100352,194.662058
-0.0040957313030958176,4.1875,2.833674430847168,102400,198.107103
0.00434325635433197,5.9375,4.004262924194336,104448,201.565048
-0.005060430616140366,6.125,4.0772624015808105,106496,204.966385
-0.06293041259050369,4.5,2.974944591522217,108544,208.395701
-0.06371580064296722,4.9375,3.2380685806274414,110592,211.809571
-0.05987633392214775,4.5625,2.9904909133911133,112640,215.262469
-0.05620665103197098,3.25,2.128962278366089,114688,218.61444
-0.04341743886470795,5.1875,3.4051411151885986,116736,222.053788
-0.026004444807767868,4.8125,3.159514904022217,118784,225.501088
-0.031103279441595078,4.625,3.0132713317871094,120832,229.019602
-0.014984183944761753,5.9375,3.8384952545166016,122880,232.529236
-0.07418080419301987,4.3125,2.7605955600738525,124928,236.02166
-0.1057293489575386,5.625,3.6033120155334473,126976,239.491387
-0.02814551070332527,4.0,2.5588016510009766,129024,243.025666
-0.007455127313733101,4.25,2.7195394039154053,131072,246.443293
-0.06011892110109329,5.5,3.5150303840637207,133120,249.85244
-0.11820605397224426,3.3125,2.114297389984131,135168,253.21887
-0.05388494208455086,5.125,3.2711730003356934,137216,256.591687
-0.08480211347341537,6.0,3.8176651000976562,139264,260.026102
-0.029858427122235298,5.25,3.3398244380950928,141312,263.438996
-0.02356402575969696,5.625,3.569704532623291,143360,266.893517
-0.04856465011835098,4.5625,2.8781232833862305,145408,270.277061
-0.03337541222572327,4.9375,3.11517333984375,147456,273.663285
-0.0017876196652650833,5.8125,3.640354633331299,149504,277.104705
-0.07401125133037567,4.4375,2.758082389831543,151552,280.67108
-0.08825916796922684,5.5625,3.454585075378418,153600,284.143758
-0.02450186386704445,5.5,3.378981351852417,155648,287.63949
-0.03449569642543793,5.25,3.209538221359253,157696,291.20756
-0.04250754415988922,5.125,3.1291394233703613,159744,294.686491
-0.011794840916991234,5.0,3.0560545921325684,161792,298.120634
-0.0642380341887474,6.625,4.046325206756592,163840,301.531768
-0.05842214822769165,5.5,3.349825620651245,165888,304.925589
-0.06191388890147209,5.5,3.345262289047241,167936,308.361199
-0.05078327655792236,4.625,2.803321361541748,169984,311.8157
-0.06694097071886063,4.8125,2.9207241535186768,172032,315.189375
-0.09325159341096878,4.8125,2.9207675457000732,174080,318.547848
-0.031130585819482803,5.625,3.4154858589172363,176128,321.927522
-0.04941891133785248,4.875,2.951479911804199,178176,325.346949
-0.07825209945440292,5.875,3.5418219566345215,180224,328.783752
-0.06784381717443466,4.5,2.6987252235412598,182272,332.263474
-0.04932256042957306,5.375,3.212824583053589,184320,335.758816
-0.07411284744739532,5.375,3.1916589736938477,186368,339.2669
-0.06415396928787231,5.25,3.1086008548736572,188416,342.769454
-0.054469384253025055,4.6875,2.774296283721924,190464,346.249483
-0.05863439291715622,7.0625,4.172553062438965,192512,349.775403
-0.088706836104393,6.125,3.5832512378692627,194560,353.251276
-0.07804158329963684,5.1875,3.0167245864868164,196608,356.64761
-0.1451125591993332,5.5625,3.222933769226074,198656,360.084649
0.004460608586668968,5.4375,3.1351845264434814,200704,363.488995
-0.0959634929895401,5.875,3.3704192638397217,202752,366.911398
-0.07391251623630524,5.625,3.208700656890869,204800,370.339309
-0.05480267480015755,6.875,3.9126760959625244,206848,373.740283
-0.08070449531078339,5.75,3.237985610961914,208896,377.183373
-0.014716788195073605,6.0625,3.4034311771392822,210944,380.617475
-0.004912068136036396,5.9375,3.330223798751831,212992,384.113825
0.010860387235879898,5.875,3.289989948272705,215040,387.593549
-0.08011163026094437,5.875,3.2823479175567627,217088,391.104174
-0.052579596638679504,6.125,3.413917064666748,219136,394.637623
-0.03685162216424942,6.3125,3.5117549896240234,221184,398.22805
-0.04229041561484337,6.25,3.4673664569854736,223232,401.753177
-0.058566801249980927,6.125,3.3895320892333984,225280,405.269373
-0.03797516971826553,6.5625,3.624525547027588,227328,408.719836
-0.0033426061272621155,5.5,3.0270984172821045,229376,412.172116
-0.02906852215528488,6.3125,3.461850643157959,231424,415.610861
-0.10977554321289062,6.125,3.359034299850464,233472,419.019943
-0.08436741679906845,5.875,3.210608959197998,235520,422.43079
-0.030732247978448868,5.9375,3.23740291595459,237568,425.876947
0.005079708993434906,5.875,3.2006773948669434,239616,429.27014
-0.08242640644311905,6.8125,3.709840774536133,241664,432.71733
-0.05392977595329285,6.4375,3.49771785736084,243712,436.085733
-0.03544176369905472,4.5625,2.4816343784332275,245760,439.534112
-0.13316747546195984,5.25,2.856023073196411,247808,442.987574
-0.0704369992017746,7.0,3.803676128387451,249856,446.601506
-0.03776666522026062,5.8125,3.150951385498047,251904,450.142972
-0.07916537672281265,6.75,3.6560699939727783,253952,453.669327
-0.05706533044576645,7.125,3.848453998565674,256000,457.240565
-0.10323146730661392,5.4375,2.9291586875915527,258048,460.691469
-0.047086842358112335,5.3125,2.8586678504943848,260096,464.099779
-0.019282354041934013,5.0625,2.7241032123565674,262144,467.489297
0.013039305806159973,6.3125,3.395077705383301,264192,470.859524
-0.04173798859119415,6.9375,3.7258875370025635,266240,474.268788
-0.08318698406219482,4.6875,2.5111637115478516,268288,477.6608
-0.06642544269561768,6.125,3.282395839691162,270336,481.047859
-0.10035151243209839,5.8125,3.112043619155884,272384,484.464822
-0.09081920981407166,6.5,3.477419137954712,274432,487.895253
-0.1144191175699234,5.4375,2.905052900314331,276480,491.270837
-0.001497369259595871,6.5,3.4676594734191895,278528,494.780448
-0.06658975780010223,6.8125,3.630829334259033,280576,498.265966
-0.04722447320818901,5.875,3.124821424484253,282624,501.724199
-0.06371733546257019,5.5625,2.954618215560913,284672,505.302838
-0.09385327994823456,6.875,3.6548027992248535,286720,508.769949
-0.13175150752067566,5.375,2.8545191287994385,288768,512.220426
-0.08728330582380295,6.0625,3.218541145324707,290816,515.66087
-0.03786303848028183,5.875,3.1161012649536133,292864,519.068957
-0.04734710603952408,7.5,3.9774022102355957,294912,522.503961
-0.07318925112485886,7.125,3.7720396518707275,296960,525.947872
-0.08834735304117203,7.0625,3.7314670085906982,299008,529.382692
-0.011863899417221546,6.6875,3.526942729949951,301056,532.841421
-0.13158872723579407,7.0,3.6847143173217773,303104,536.311508
-0.10514869540929794,5.8125,3.052199125289917,305152,539.806609
-0.03557360917329788,5.625,2.9538724422454834,307200,543.221257
-0.0019196541979908943,6.25,3.277740955352783,309248,546.62184
-0.061447300016880035,6.5625,3.4390971660614014,311296,550.143031
-0.0703875869512558,6.9375,3.634420394897461,313344,553.661846
-0.04372232407331467,6.625,3.4633374214172363,315392,557.123348
-0.12404964119195938,6.0625,3.164825677871704,317440,560.59372
-0.02417878247797489,7.4375,3.8778395652770996,319488,564.144713
-0.07524203509092331,7.5,3.896066188812256,321536,567.591263
-0.12365291267633438,6.8125,3.52931809425354,323584,571.012431
-0.05330878868699074,5.375,2.782304286956787,325632,574.383333
-0.0805811882019043,7.1875,3.7183585166931152,327680,577.792641
-0.11087232083082199,7.875,4.054562091827393,329728,581.192546
-0.1415388286113739,7.125,3.6477484703063965,331776,584.622512
-0.01443350501358509,6.75,3.449753761291504,333824,588.042136
-0.09069843590259552,6.875,3.5073962211608887,335872,591.449299
-0.05731583386659622,6.0,3.0539822578430176,337920,594.846783
-0.024919670075178146,6.75,3.4305450916290283,339968,598.27032
-0.07648500800132751,7.1875,3.6458139419555664,342016,601.756195
-0.04519425332546234,7.8125,3.945666790008545,344064,605.232177
-0.12127679586410522,7.1875,3.619227886199951,346112,608.731936
-0.018609967082738876,5.6875,2.8585429191589355,348160,612.228642
-0.03439773619174957,6.8125,3.420793056488037,350208,615.735077
-0.0781463235616684,5.5625,2.789720296859741,352256,619.228709
-0.034275636076927185,6.125,3.072923421859741,354304,622.632528
-0.030867822468280792,6.8125,3.4186089038848877,356352,626.035875
-0.07163529843091965,7.375,3.6957883834838867,358400,629.410734
-0.07529575377702713,7.1875,3.5905418395996094,360448,632.876613
-0.07218600064516068,6.25,3.1149795055389404,362496,636.274793
-0.1785433441400528,6.8125,3.396385431289673,364544,639.66676
-0.06921838223934174,6.6875,3.331037998199463,366592,643.067221
-0.05865739285945892,7.375,3.67220139503479,368640,646.464868
-0.13444656133651733,5.875,2.924125909805298,370688,649.856282
-0.062013424932956696,7.1875,3.5772550106048584,372736,653.319128
-0.08188930153846741,5.5625,2.766254186630249,374784,656.853868
-0.07625628262758255,5.4375,2.7023415565490723,376832,660.303775
-0.06400834023952484,5.8125,2.8878583908081055,378880,663.74214
-0.09182018786668777,6.9375,3.4471702575683594,380928,667.251166
-0.06091644614934921,5.3125,2.639946937561035,382976,670.782879
-0.08238391578197479,6.9375,3.4475083351135254,385024,674.200716
-0.053462497889995575,7.125,3.533773422241211,387072,677.650738
-0.1385827213525772,6.625,3.2800426483154297,389120,681.047203
-0.02328277751803398,6.0,2.9708335399627686,391168,684.422718
-0.06389022618532181,6.3125,3.124598979949951,393216,687.828368
-0.075950026512146,6.875,3.4026520252227783,395264,691.261838
-0.11544634401798248,7.125,3.521580696105957,397312,694.64889
-0.038676388561725616,6.125,3.0225236415863037,399360,698.040976
-0.04770723357796669,6.8125,3.3617866039276123,401408,701.463788
-0.10383899509906769,6.5625,3.237539291381836,403456,704.926598
-0.053096018731594086,6.5,3.205369472503662,405504,708.416527
-0.11535327136516571,7.25,3.567741870880127,407552,711.922695
-0.09347166121006012,6.75,3.316760778427124,409600,715.361118
-0.022615496069192886,5.8125,2.853484869003296,411648,718.928344
-0.11216910183429718,6.8125,3.337491035461426,413696,722.47499
-0.10533228516578674,5.0625,2.4748101234436035,415744,725.942951
-0.051295336335897446,7.1875,3.5132577419281006,417792,729.333067
-0.07263949513435364,6.8125,3.328244924545288,419840,732.728091
-0.125421941280365,6.4375,3.142285108566284,421888,736.118338
-0.15451008081436157,7.875,3.8401174545288086,423936,739.52007
-0.08458253741264343,5.6875,2.7708592414855957,425984,742.911913
-0.14141567051410675,6.0625,2.9534034729003906,428032,746.296148
-0.1424063891172409,4.6875,2.284092426300049,430080,749.687099
-0.08976738899946213,4.75,2.31606388092041,432128,753.076446
-0.07293742150068283,5.9375,2.8962037563323975,434176,756.4732
-0.053246065974235535,6.75,3.293186664581299,436224,759.928165
-0.08198951929807663,6.125,2.9895756244659424,438272,763.454551
-0.01913125440478325,7.0,3.4150705337524414,440320,766.963888
-0.11023090034723282,5.9375,2.8935720920562744,442368,770.389235
-0.050099991261959076,5.125,2.49786114692688,444416,773.8957
-0.02539655938744545,6.625,3.2315661907196045,446464,777.406653
-0.1316847801208496,6.0,2.9269864559173584,448512,780.83774
-0.09796545654535294,4.5625,2.223609447479248,450560,784.270222
-0.07405781000852585,6.6875,3.2584707736968994,452608,787.679346
-0.018205145373940468,4.3125,2.099463701248169,454656,791.09568
-0.08259011805057526,6.5,3.165144205093384,456704,794.531778
-0.06206260249018669,6.5,3.1627068519592285,458752,797.941749
-0.05617818981409073,7.75,3.764346122741699,460800,801.405952
-0.09342169761657715,5.625,2.726332664489746,462848,804.838309
-0.12739306688308716,6.0,2.9072399139404297,464896,808.258317
-0.1011199802160263,6.1875,2.9977757930755615,466944,811.769344
-0.10158593952655792,6.4375,3.118858814239502,468992,815.246264
-0.04438083618879318,5.875,2.846247911453247,471040,818.734532
-0.10045616328716278,4.75,2.3008439540863037,473088,822.239455
-0.06789953261613846,3.9375,1.9088207483291626,475136,825.777818
-0.12118052691221237,6.25,3.0299112796783447,477184,829.273961
-0.14853158593177795,6.5625,3.177546262741089,479232,832.761965
-0.06502127647399902,5.125,2.479957342147827,481280,836.202717
-0.03402925282716751,5.9375,2.8743367195129395,483328,839.615707
-0.047008074820041656,5.4375,2.633042097091675,485376,843.052371
-0.10828708857297897,4.5625,2.209859609603882,487424,846.453664
-0.05590962991118431,5.625,2.7262766361236572,489472,849.882708
-0.04718080535531044,6.9375,3.3599870204925537,491520,853.292843
-0.07038205862045288,6.1875,2.9932668209075928,493568,856.689954
-0.07025859504938126,7.4375,3.597201347351074,495616,860.117635
-0.09941816329956055,7.0625,3.410799980163574,497664,863.528729
-0.1277870237827301,7.3125,3.5281379222869873,499712,867.034116
-0.08059362322092056,6.0,2.892688751220703,501760,870.553276
-0.0758446529507637,6.1875,2.9830715656280518,503808,874.031245
-0.10998555272817612,6.875,3.314089775085449,505856,877.51397
-0.06276922672986984,6.9375,3.3410282135009766,507904,881.063836
-0.04417891055345535,6.5625,3.158104658126831,509952,884.593895
-0.0823025107383728,5.5625,2.67697811126709,512000,887.979287
-0.12697598338127136,7.125,3.4286727905273438,514048,891.384272
-0.11517537385225296,6.0,2.8815271854400635,516096,894.769344
-0.07245562970638275,5.5625,2.66817045211792,518144,898.169501
-0.11371121555566788,6.3125,3.0260794162750244,520192,901.548148
-0.05296848714351654,6.5625,3.1443967819213867,522240,904.958251
-0.039209768176078796,6.625,3.1738462448120117,524288,908.321122
-0.04092392325401306,5.4375,2.605631113052368,526336,911.757598
-0.04710201174020767,6.0625,2.906198024749756,528384,915.127254
-0.1379641443490982,7.125,3.4121859073638916,530432,918.53634
-0.06893518567085266,5.75,2.7497236728668213,532480,921.992843
-0.11734149605035782,6.25,2.9865169525146484,534528,925.475619
-0.12757210433483124,5.1875,2.477937936782837,536576,928.915049
-0.02481481432914734,7.9375,3.7908196449279785,538624,932.509768
-0.0749785304069519,5.8125,2.7719836235046387,540672,935.95997
-0.10710860788822174,7.3125,3.486074447631836,542720,939.414028
-0.09003864228725433,5.8125,2.769558906555176,544768,942.816131
-0.11475600302219391,5.9375,2.8278369903564453,546816,946.19665
-0.10123488306999207,6.5625,3.1252753734588623,548864,949.568087
-0.07072782516479492,5.8125,2.7674105167388916,550912,952.952318
-0.07779288291931152,5.4375,2.588244915008545,552960,956.318434
-0.12019075453281403,5.1875,2.470628261566162,555008,959.701361
-0.12440326064825058,6.125,2.918478012084961,557056,963.085973
-0.09002692997455597,5.5625,2.650264263153076,559104,966.483413
-0.03832276910543442,5.5625,2.650449275970459,561152,969.855335
0.0016401857137680054,5.875,2.7998297214508057,563200,973.28267
-0.044919453561306,6.3125,3.0073442459106445,565248,976.736032
-0.11766280978918076,5.6875,2.7076313495635986,567296,980.294936
-0.09926189482212067,6.6875,3.180375814437866,569344,983.749207
-0.0452696718275547,7.1875,3.4132351875305176,571392,987.260844
-0.09467687457799911,7.9375,3.766366958618164,573440,990.680177
-0.100557841360569,6.0625,2.874966621398926,575488,994.14225
-0.09731754660606384,6.875,3.259960174560547,577536,997.54239
-0.0671377182006836,5.0,2.3714282512664795,579584,1000.933935
-0.05256356671452522,5.625,2.6695704460144043,581632,1004.342097
-0.14225125312805176,6.25,2.9658148288726807,583680,1007.737541
-0.07299157977104187,5.9375,2.817615509033203,585728,1011.132106
-0.0570264533162117,6.75,3.2024829387664795,587776,1014.564537
-0.06434489786624908,5.8125,2.755640983581543,589824,1017.977152
-0.11528985947370529,5.1875,2.458911657333374,591872,1021.346529
-0.06426750868558884,6.0,2.844928026199341,593920,1024.75799
-0.04204815998673439,6.0625,2.8743884563446045,595968,1028.19974
