normalized_reward_test,normalized_reward_train,reward_test,reward_train,step,time
4.21875,5.53125,6.97495698928833,8.422661781311035,8192,86.035388
4.9375,5.46875,5.028357028961182,4.6547956466674805,16384,110.688057
5.28125,4.78125,5.2822980880737305,4.292830944061279,24576,134.360741
5.5625,5.15625,5.295307159423828,4.635106563568115,32768,156.234424
4.8125,5.125,4.48255729675293,4.586077690124512,40960,178.618044
5.375,4.0,5.074545860290527,3.7122385501861572,49152,200.993366
4.4375,5.0,4.124364852905273,4.627776145935059,57344,223.305646
4.5625,6.0625,4.238142013549805,5.415189743041992,65536,245.650709
5.21875,5.375,4.905543804168701,4.599697589874268,73728,267.913955
4.71875,4.5,4.3940253257751465,3.870697498321533,81920,290.338752
5.375,6.25,4.9527201652526855,5.418060779571533,90112,312.56374
5.4375,4.375,5.015814304351807,3.8300483226776123,98304,334.890512
4.75,6.21875,4.353271484375,5.453297138214111,106496,357.421157
6.28125,4.9375,5.754505157470703,4.271815776824951,114688,380.950156
5.8125,6.34375,5.305138111114502,5.522370338439941,122880,404.014308
6.6875,5.40625,6.071765899658203,4.702042579650879,131072,426.538796
5.96875,5.71875,5.353191375732422,4.986113548278809,139264,449.572062
5.46875,5.46875,4.861279010772705,4.742936134338379,147456,473.294186
6.40625,5.65625,5.708720684051514,4.889820575714111,155648,496.99997
6.59375,7.53125,5.839428901672363,6.492228984832764,163840,519.457228
6.65625,6.21875,5.844127655029297,5.300281047821045,172032,542.058976
6.96875,6.0625,6.031674861907959,5.153777599334717,180224,564.801072
5.875,5.71875,5.046154975891113,4.801065921783447,188416,587.622268
7.71875,5.875,6.600361347198486,4.930510997772217,196608,610.132039
5.65625,6.96875,4.801024436950684,5.8438897132873535,204800,632.679505
7.375,5.71875,6.2105584144592285,4.751180648803711,212992,655.442583
5.96875,5.4375,5.001502990722656,4.534064292907715,221184,678.238209
5.90625,7.0,4.954432487487793,5.828786849975586,229376,700.693641
6.75,5.78125,5.64981746673584,4.7879767417907715,237568,723.4669
6.0,6.71875,5.018752574920654,5.539353370666504,245760,746.052994
6.53125,6.53125,5.4270524978637695,5.371718406677246,253952,769.411025
6.03125,4.71875,4.989081382751465,3.8893990516662598,262144,794.379339
6.875,6.71875,5.675204277038574,5.537639617919922,270336,819.182732
5.53125,6.625,4.549736976623535,5.451807022094727,278528,842.129599
7.625,6.3125,6.2510881423950195,5.183274745941162,286720,864.644333
7.28125,7.0,5.9469828605651855,5.711554527282715,294912,887.698341
7.25,7.25,5.8903632164001465,5.863500118255615,303104,910.254884
7.0,6.9375,5.6547651290893555,5.590389728546143,311296,932.819843
7.15625,6.6875,5.759297847747803,5.381972312927246,319488,955.891023
6.3125,8.28125,5.075597286224365,6.6315155029296875,327680,978.851954
6.875,7.8125,5.504331111907959,6.220524787902832,335872,1001.411751
