mean_reward,reward,step,time
4.75,8.291549682617188,8192,21.868606
4.28125,4.680075645446777,16384,34.756388
4.8125,5.029855251312256,24576,47.917488
5.59375,5.373188495635986,32768,61.594329
6.53125,5.580290794372559,40960,74.528334
6.59375,5.4186530113220215,49152,88.290693
6.53125,5.3602213859558105,57344,102.769808
7.75,6.142408847808838,65536,116.235315
6.59375,4.983763217926025,73728,129.910555
7.1875,5.361794471740723,81920,143.095331
8.09375,5.952237606048584,90112,156.307502
7.75,5.638453483581543,98304,169.547716
7.625,5.548339366912842,106496,183.54993
7.34375,5.365146160125732,114688,197.944902
7.75,5.658109188079834,122880,211.346212
7.5,5.470442295074463,131072,225.218867
7.4375,5.40270471572876,139264,238.766871
9.125,6.508971214294434,147456,253.370537
7.75,5.451713562011719,155648,266.431578
10.125,7.071514129638672,163840,280.405387
9.3125,6.383721828460693,172032,293.953746
8.8125,5.973887920379639,180224,307.776924
8.5,5.673504829406738,188416,321.755809
8.25,5.485197067260742,196608,335.242848
7.5,4.978929042816162,204800,350.596522
9.6875,6.4223856925964355,212992,363.381361
10.0,6.551429748535156,221184,377.475958
8.34375,5.397700786590576,229376,390.768873
9.375,6.057695388793945,237568,405.020012
8.90625,5.7303924560546875,245760,418.872566
9.375,6.021700382232666,253952,432.279734
10.71875,6.838113784790039,262144,447.352631
9.1875,5.826467037200928,270336,460.276192
9.125,5.774673938751221,278528,474.335634
10.21875,6.442724704742432,286720,487.801183
9.90625,6.188415050506592,294912,504.081428
10.75,6.648034572601318,303104,519.528353
10.21875,6.280121326446533,311296,532.986953
10.71875,6.546397686004639,319488,548.17395
10.53125,6.402072429656982,327680,562.462845
10.34375,6.248103141784668,335872,578.343268
10.28125,6.150489807128906,344064,591.812959
12.3125,7.296774864196777,352256,607.239622
13.96875,8.163928031921387,360448,622.333085
11.875,6.874029159545898,368640,638.329738
9.90625,5.71187686920166,376832,652.083004
10.53125,6.040001392364502,385024,665.269511
9.8125,5.6030964851379395,393216,682.018609
11.71875,6.663177490234375,401408,696.296664
11.6875,6.6150007247924805,409600,710.442763
10.21875,5.760705947875977,417792,723.617072
10.15625,5.706940650939941,425984,740.88708
9.21875,5.178365230560303,434176,755.025829
12.0625,6.770563125610352,442368,769.641295
10.78125,6.01299524307251,450560,783.994154
10.46875,5.812958717346191,458752,800.086148
9.9375,5.514287948608398,466944,814.731139
9.96875,5.5334367752075195,475136,828.203767
11.25,6.2297258377075195,483328,842.414121
12.4375,6.848324298858643,491520,858.711299
10.71875,5.8708319664001465,499712,873.212704
11.65625,6.362810134887695,507904,886.807198
11.59375,6.303073406219482,516096,902.529705
10.34375,5.612730026245117,524288,917.525451
11.40625,6.178586006164551,532480,931.083323
11.0,5.958395004272461,540672,945.250524
10.84375,5.87158727645874,548864,958.06279
12.21875,6.600371837615967,557056,975.15963
10.28125,5.532127857208252,565248,988.934841
10.5,5.647616386413574,573440,1004.644126
11.625,6.240396976470947,581632,1017.924211
11.40625,6.111541271209717,589824,1032.808967
12.65625,6.760497093200684,598016,1047.133763
11.21875,5.9725565910339355,606208,1061.131318
12.375,6.5846052169799805,614400,1074.58756
11.34375,6.0210280418396,622592,1089.709865
10.5625,5.603061676025391,630784,1104.139221
11.96875,6.343615531921387,638976,1118.737925
11.75,6.212023735046387,647168,1132.687619
10.78125,5.687918663024902,655360,1148.583768
11.34375,5.981369495391846,663552,1162.116864
9.9375,5.235998153686523,671744,1176.465137
11.5625,6.091245174407959,679936,1189.68525
11.21875,5.904233932495117,688128,1206.666565
11.96875,6.2919135093688965,696320,1221.882928
11.78125,6.1834845542907715,704512,1236.820811
