normalized_reward_test,normalized_reward_train,reward_test,reward_train,step,time
4.15625,5.375,6.888576984405518,8.256877899169922,8192,56.004578
6.3125,5.40625,6.471079349517822,4.641339302062988,16384,74.711421
6.0625,5.4375,5.6606926918029785,4.55308723449707,24576,93.216829
6.34375,5.28125,5.464034080505371,4.450486183166504,32768,111.869217
5.6875,6.3125,4.8761162757873535,5.2984418869018555,40960,130.560335
6.0625,6.125,5.131529331207275,5.0147199630737305,49152,149.33432
6.46875,5.9375,5.305231094360352,4.831611633300781,57344,168.141235
7.3125,5.96875,5.739686489105225,4.846444129943848,65536,186.965119
6.25,6.90625,4.787205696105957,5.50618314743042,73728,205.766657
6.21875,7.28125,4.7323079109191895,5.626776695251465,81920,224.628641
7.40625,6.21875,5.619439125061035,4.744475841522217,90112,243.545724
8.375,6.59375,6.193159580230713,5.032102108001709,98304,262.504094
7.3125,6.96875,5.271097183227539,5.276956558227539,106496,281.831345
6.28125,6.84375,4.512208938598633,5.186034202575684,114688,300.846902
6.375,7.125,4.572439193725586,5.359794616699219,122880,319.786201
6.65625,7.25,4.774542331695557,5.464461326599121,131072,339.068982
7.84375,6.6875,5.628113746643066,5.008605480194092,139264,358.28935
6.28125,7.40625,4.48224401473999,5.482439994812012,147456,377.375151
8.28125,7.3125,5.8790178298950195,5.403068542480469,155648,396.620598
7.15625,7.53125,5.0715718269348145,5.5174407958984375,163840,415.751012
6.65625,7.21875,4.698077201843262,5.2685675621032715,172032,434.945237
7.4375,7.90625,5.251992225646973,5.747045516967773,180224,454.369305
6.5,8.5625,4.583758354187012,6.153392314910889,188416,473.612173
7.09375,7.75,5.004672527313232,5.543105602264404,196608,492.826397
8.84375,7.1875,6.228747367858887,5.1317267417907715,204800,512.21429
7.15625,6.78125,5.01453971862793,4.840327262878418,212992,531.339058
6.75,7.03125,4.725307464599609,5.036323547363281,221184,550.547668
6.78125,8.0,4.739627838134766,5.703917026519775,229376,569.850292
7.1875,7.375,5.022172451019287,5.218887805938721,237568,589.084754
6.71875,8.0,4.696413040161133,5.651696681976318,245760,608.232225
7.96875,7.59375,5.564140796661377,5.339330673217773,253952,627.46047
8.4375,8.84375,5.873046398162842,6.2054362297058105,262144,646.891899
8.71875,7.46875,6.053167343139648,5.214532852172852,270336,666.047609
7.09375,8.1875,4.896298885345459,5.703202247619629,278528,685.310949
7.4375,8.625,5.125957012176514,5.998394012451172,286720,704.560349
8.0625,7.5,5.544640064239502,5.183958053588867,294912,723.819585
8.34375,7.03125,5.728701591491699,4.843772888183594,303104,743.183537
8.0,6.75,5.480316162109375,4.6475348472595215,311296,762.505528
9.125,6.65625,6.221103668212891,4.592668533325195,319488,781.846067
8.71875,7.28125,5.896029472351074,5.02686071395874,327680,801.115916
8.28125,7.96875,5.5645341873168945,5.49175500869751,335872,820.333247
8.375,8.25,5.62860107421875,5.667316913604736,344064,839.715668
8.34375,7.1875,5.588278293609619,4.920185089111328,352256,859.020894
8.75,7.40625,5.84082555770874,5.067372798919678,360448,878.394372
6.53125,7.75,4.349074840545654,5.312453746795654,368640,897.766946
7.46875,6.59375,4.978964805603027,4.522189617156982,376832,917.168988
7.34375,7.59375,4.895530700683594,5.2138352394104,385024,936.616314
8.21875,7.46875,5.463205337524414,5.113246440887451,393216,955.995883
8.3125,7.9375,5.521559238433838,5.419090270996094,401408,975.24874
9.5,7.65625,6.289107322692871,5.229828357696533,409600,994.592418
6.875,6.5,4.534715175628662,4.4426069259643555,417792,1013.95284
7.9375,7.78125,5.242521286010742,5.321154594421387,425984,1033.25195
6.90625,7.375,4.561651229858398,5.040813446044922,434176,1052.617717
7.46875,7.3125,4.922407627105713,4.98449182510376,442368,1072.016284
8.53125,6.875,5.6127166748046875,4.682129859924316,450560,1091.225027
6.9375,7.65625,4.561983108520508,5.207154750823975,458752,1110.545121
7.28125,8.53125,4.78420352935791,5.789144992828369,466944,1129.954491
7.5625,8.53125,4.978627681732178,5.765783786773682,475136,1149.22891
8.6875,8.78125,5.710182189941406,5.9124932289123535,483328,1168.837968
8.3125,7.71875,5.460074424743652,5.182776927947998,491520,1188.321844
7.71875,8.65625,5.071138858795166,5.797366142272949,499712,1207.736259
8.09375,7.9375,5.316686153411865,5.305754661560059,507904,1227.205486
7.8125,9.375,5.129054069519043,6.254758834838867,516096,1246.699877
9.03125,8.625,5.928740978240967,5.737832069396973,524288,1266.085789
8.875,9.15625,5.8027215003967285,6.066844940185547,532480,1285.762957
8.40625,9.46875,5.481743812561035,6.247659683227539,540672,1305.419824
9.125,8.65625,5.941765308380127,5.695244789123535,548864,1324.798161
